'Name'	'Set'	'Number'	'Rarity'	'Type'	'Keywords'	'Color'	'Cost'	'Req'	'Power'	'Boosted'	'Points'	'Problem Req'	'Color'	'Problem Req'	'Color'	'Opponent Req'	'Text'
'Rarity, Equestria Games Designer'	'Crystal Games'	72	'R'	'Friend'	'[Unicorn] Unicorn'	'White'	2	3	2								'While this card has power higher than any other Friend here, you may pay [1 action] less  to play Accessories. '
'Spring Step, Multitalented'	'Crystal Games'	73	'F'	'Friend'	'[Pegasus] Pegasus'	'White'	3	3	3								'While this card has power higher than any other Friend here, this card''s Problem loses  and can''t have abilities. '
'Sweetie Belle, Showstopper'	'Crystal Games'	74	'C'	'Friend'	'[Unicorn] Unicorn, Foal, Performer'	'White'	2	1	2								'Main Phase: Exhaust this card and pay [1 action] to sing a song and have all players put a  Friend from their discard piles into their hands. '
'Trenderhoof, Travel Writer'	'Crystal Games'	75	'U'	'Friend'	'[Unicorn] Unicorn'	'White'	2	2	2								'Teamwork <P> When this card leaves play, you may pay [1 action] to put another card  from your discard pile into your hand. '
'White Lightning, Flip Flapper'	'Crystal Games'	76	'C'	'Friend'	'[Pegasus] Pegasus'	'White'	2	0	1								'Your [unicorn] characters here can''t be moved by opponents. '
'Amethyst Star, Calming Presence'	'Crystal Games'	77	'C'	'Friend'	'[Unicorn] Unicorn'	'Yellow'	2	2	1								'Teamwork <P> Troublemakers here have -1 power. '
'Angel, Bossy Pet'	'Crystal Games'	78	'C'	'Friend'	'[Critter] Critter'	'Yellow'	3	1	2								'While with your Fluttershy, this card has +1 power. '
'Bright Smile, One of the Gang'	'Crystal Games'	79	'C'	'Friend'	'[Crystal] Crystal'	'Yellow'	2	3	2								'Your Crystal Friends here also have the colors of each opposing character here. '
'Equestrian Mailmare, Special Delivery'	'Crystal Games'	80	'C'	'Friend'	'[Pegasus] Pegasus'	'Yellow'	3	0	2								'When you play your first card each turn, put a Postage counter on this card.<P>While  this card has at least one Postage counter on it, it has +1 power. '
'Flamingo, Hot Pink'	'Crystal Games'	81	'C'	'Friend'	'[Critter] Critter'	'Yellow'	2	3	1								'Teamwork, Supportive 1 '
'Fluttershy, Breeziefied'	'Crystal Games'	82	'U'	'Friend'	'[Breezie] Breezie'	'Yellow'	0	2	0								'Main Phase: Retire this card to put one of your [critter] Friends into its owner''s hand. '
'Fluttershy, Crystallized'	'Crystal Games'	83	'U'	'Friend'	'[Crystal] Crystal'	'Yellow'	3	3	3								'Prismatic <P> Main Phase: Exhaust this card and pay [1 action] to reveal a number of  cards from the top of your deck equal to the number of colors this card has. Put each  Friend revealed this way into your hand and the rest of the cards on the bottom of your  deck. '
'Golden Wheat, Happy to Help'	'Crystal Games'	84	'C'	'Friend'	'[Crystal] Crystal'	'Yellow'	3	0	2								'While with another of your Crystal characters, this card has Caretaker. '
'Goldie Delicious, Dinner Time'	'Crystal Games'	85	'R'	'Friend'	'[Earth Pony] Earth Pony, Elder'	'Yellow'	2	1	1								'When this card enters play at a Problem, you may choose a [critter] Friend from your  discard pile with cost [1 action] or less and put it into play at that Problem. '
'Hummingbird, Nimble Flier'	'Crystal Games'	86	'F'	'Friend'	'[Critter] Critter'	'Yellow'	3	2	3								'When an opponent flips a card while this card is involved in a faceoff, if that opponent  has more flipped cards than you, flip a card. '
'Orthros, Go Fetch'	'Crystal Games'	87	'R'	'Friend'	'[Critter] Critter'	'Yellow'	4	4	3								'Pumped <P> If you would flip a card during a faceoff involving this card, you may spend  a card from beneath this card instead. If you do, add that card''s printed power to your  power total for that faceoff. '
'Parcel Post, Pushing the Envelope'	'Crystal Games'	88	'C'	'Friend'	'[Earth Pony] Earth Pony'	'Yellow'	2	3	2								'While you have at least one Mailbox Resource in play, this card has +2 power. '
'Peachy Pitt, Suave Salesmare'	'Crystal Games'	89	'C'	'Friend'	'[Unicorn] Unicorn'	'Yellow'	2	1	2								'When you win a faceoff involving this card, if you have a [pegasus] character here, you  may exhaust this card to dismiss an opponent''s Resource. '
'Princess Celestia, Bane of Evil'	'Crystal Games'	90	'R'	'Friend'	'[Alicorn] Alicorn, Royalty'	'Yellow'	3	3	3								'When this card enters play, put an opponent''s Troublemaker here into its owner''s hand. '
'A Hasty Retreat'	'Crystal Games'	91	'F'	'Event'		'Purple'	2	4	3								'Faceoff: Put an opposing Friend involved in the faceoff on top of its owner''s deck. '
'A Simple Mix-up'	'Crystal Games'	92	'U'	'Event'		'Pink'	2	4	4								'Main Phase: Gain control of an opponent''s Friend until the end of the Score Phase. '
'Antiquing'	'Crystal Games'	93	'R'	'Event'		'White'	0	3	3								'Faceoff: The next time you would flip a card during this faceoff, choose a card in your  discard pile and add its printed power to your power total for this faceoff instead. Then,  banish that card. '
'Apple Juice Break'	'Crystal Games'	94	'C'	'Event'		'Orange'	1	3	4								'Faceoff: Exhaust an opponent''s character involved in a faceoff. '
'Burst of Speed'	'Crystal Games'	95	'R'	'Event'		'Blue'	0	4	4								'Faceoff: Gain [3 actions]. At the end of the faceoff, lose all of your action tokens. '
'Call to Action'	'Crystal Games'	96	'U'	'Event'		'Blue'	3	3	5								'Main Phase: Move a number of your Friends up to the number of action tokens your  opponent has. '
'Catch Me!'	'Crystal Games'	97	'F'	'Event'		'Pink'	1	3	5								'Faceoff: Retire one of your Friends involved in the faceoff to dismiss an opposing Friend  involved in the faceoff. '
'Cutie Pox Scare'	'Crystal Games'	98	'R'	'Event'	'Gotcha'	'Purple'	3	2	5								'Reaction: After the start of a Score Phase, move all characters at a Problem home. '
'Doctor''s Orders'	'Crystal Games'	99	'R'	'Event'		'Yellow'	2	4	4								'Problem Faceoff: Put the Friend with power higher than any other Friend involved in the  faceoff into its owner''s hand. '
'Fashion Upgrade'	'Crystal Games'	100	'U'	'Event'	'Gotcha'	'White'	0	4	3								'Reaction: After an opponent moves a character, that opponent must pay [1 action] if able. '
'Finger Snap'	'Crystal Games'	101	'U'	'Event'			1	0	3								'Main Phase: Choose a counter on one of your ready cards. Put another counter of the  same type on that card. '
'Fire in the Sky'	'Crystal Games'	102	'U'	'Event'	'Gotcha'	'Yellow'	1	2	6								'Reaction: After the start of your Troublemaker Phase, uncover an opponent''s face-down  Troublemaker. '
'Friendly Disagreement'	'Crystal Games'	103	'U'	'Event'		'Orange'	1	2	5								'Main Phase: Exhaust an opponent''s Friend. That Friend loses Teamwork until it is  readied. '
'Friends Forever'	'Crystal Games'	104	'R'	'Event'			1	0	5								'Faceoff: If you have Twilight Sparkle or Spike involved in this faceoff, flip an additional  card. If you have Twilight Sparkle and Spike involved in this faceoff, flip 2 additional  cards instead. '
'Ice Archery'	'Crystal Games'	105	'R'	'Event'			1	0	3								'Main Phase: Your opponent chooses a card in their hand and you choose a card type.  Then that opponent reveals their chosen card. If that card has that type, look at that  opponent''s hand and banish a card from their hand. '
'Inspiration Manifestation'	'Crystal Games'	106	'R'	'Event'	'Gotcha'	'White'	1	3	5								'Reaction: After an opponent''s Friend is moved to a Problem, characters can''t be moved to  that Problem until the end of the turn. '
'Juggling Routine'	'Crystal Games'	107	'U'	'Event'		'Pink'	1	2	3								'Main Phase: Each player shuffles their discard pile into their deck and draws a card. '
'Less Isn''t More'	'Crystal Games'	108	'R'	'Event'		'Orange'	2	3	5								'Main Phase: Exhaust one of your Friends to exhaust a number of opposing Friends up to  the number of colors that Friend has. '
'Multi-Goof Off!'	'Crystal Games'	109	'R'	'Event'	'Showdown'	'Pink'	3	4	6								'Main Phase: Start a faceoff involving your characters at a Problem and an opponent''s  characters at that Problem. The winner of that faceoff draws a card for each of their  characters involved in the faceoff. '
'Pep Talk'	'Crystal Games'	110	'U'	'Event'	'Gotcha'	'Blue'	3	2	4								'Reaction: After the start of a Score Phase, choose a Problem and ready any number of  characters there. '
'Plowing the Field'	'Crystal Games'	111	'U'	'Event'		'Orange'	1	3	4								'Main Phase: Draw 2 cards from the bottom of your deck. '
'Poetry Slam'	'Crystal Games'	112	'R'	'Event'	'Showdown'	'White'	3	4	6								'Main Phase: Start a faceoff involving your characters at a Problem and an opponent''s  characters there. The winner of that faceoff may banish a Friend that was involved. '
'Relay Race'	'Crystal Games'	113	'R'	'Event'	'Showdown'	'Blue'	3	4	6								'Main Phase: Start a faceoff involving your characters at a Problem and an opponent''s  characters there. The winner of that faceoff may move a character they control for each of  their Friends involved in the faceoff. '
'Social Networking'	'Crystal Games'	114	'U'	'Event'	'Gotcha'	'White'	1	3	5								'Faceoff: Banish a Friend from a discard pile. Add that Friend''s power to one of your  Friends involved in the faceoff until the end of the faceoff. '
'Sound the Flugelhorn!'	'Crystal Games'	115	'R'	'Event'	'Gotcha'	'Pink'	2	3	5								'Reaction: After you play a Friend to a Problem, opposing Friends there have -1 power  until the end of the turn. '
'Spell Off'	'Crystal Games'	116	'R'	'Event'	'Showdown'	'Purple'	3	4	6								'Main Phase: Start a faceoff involving your characters at a Problem and an opponent''s  characters at that Problem. The winner of the faceoff may move each opposing character  involved in the faceoff home. '
'Stay Quiet the Longest'	'Crystal Games'	117	'R'	'Event'	'Showdown'	'Yellow'	3	4	6								'Main Phase: Start a faceoff involving your characters at a Problem and an opponent''s  characters there. The winner of that faceoff reveals a number of cards from the top of  their deck equal to the number of their characters involved in the faceoff, puts each  Friend revealed this way into their hand, and puts the rest of the cards on the bottom of  their deck.  This card has received errata '
'Telekinesis'	'Crystal Games'	118	'C'	'Event'		'Purple'	2	2	3								'Problem Faceoff: Move an opponent''s character involved in the faceoff home. '
'The Power of Love'	'Crystal Games'	119	'R'	'Event'			1	0	5								'Faceoff: If you have Princess Cadance or Shining Armor involved in this faceoff, flip an  additional card. If you have Princess Cadance and Shining Armor involved in this faceoff,  flip 2 additional cards instead. '
'The Soup Incident'	'Crystal Games'	120	'U'	'Event'		'Yellow'	1	4	4								'Reaction: After an opponent plays a card, exhaust all opposing Friends with Resources  attached to them and banish all cards in a discard pile. '
'True Evil'	'Crystal Games'	121	'R'	'Event'		'Purple'	4	4	2								'Main Phase: Frighten all Friends. '
'Tug of War'	'Crystal Games'	122	'R'	'Event'	'Showdown'	'Orange'	3	4	6								'Main Phase: Start a faceoff involving your characters at a Problem and an opponent''s  characters there. The loser of that faceoff discards a card for each of their characters  involved in that faceoff. '
'Unending Nightmare'	'Crystal Games'	123	'R'	'Event'	'Gotcha'	'Blue'	1	3	4								'Reaction: After a Friend becomes unfrightened, frighten that Friend. '
'Yoink!'	'Crystal Games'	124	'R'	'Event'	'Gotcha'	'Pink'	0	3	3								'Faceoff: Dismiss a Friend with power greater than its cost. '
'Boneless'	'Crystal Games'	125	'C'	'Resource'	'Asset'		1	0	3								'Play to your home.<P>Main Phase: Retire this card and pay [1 action] to have all players  shuffle their decks. Draw 3 cards. <p> Main Phase: Retire this card to give one of your  characters [pink] until the end of the phase. '
'Ceremonial Headdress'	'Crystal Games'	126	'C'	'Resource'	'Accessory'	'White'	2	3	3								'Play on a Friend. <P> That Friend has +2 power and is Crystal. '
'Coco Pommel''s Thread'	'Crystal Games'	127	'C'	'Resource'	'Asset'		1	0	3								'Play to your home.<P>Main Phase: Retire this card and pay [2 action] to put a Resource  from your discard pile into your hand. <p> Main Phase: Retire this card to give one of  your characters [white] until the end of the phase. '
'Creepy Creeping Crystals'	'Crystal Games'	128	'U'	'Resource'	'Condition'	'Yellow'	1	4	3								'Play on an a Problem. <p> Opponents must pay +[1 actions] to rally Friends here. '
'Crystal Forcefield'	'Crystal Games'	129	'R'	'Resource'	'Asset'	'Purple'	2	4	5								'Play on a Problem.<P>That Problem can''t be confronted.<P>Main Phase: Pay [3 actions]  to banish this card. Any player may activate this ability. '
'Dazzling Jacket'	'Crystal Games'	130	'U'	'Resource'	'Accessory'	'White'	2	3	5								'Play on a Friend.<P>While that Friend has power higher than any other Friend here,  Friends can''t be moved to this card''s Problem. '
'Dressed Up'	'Crystal Games'	131	'U'	'Resource'	'Accessory'	'White'	1	1	3								'Play on a Friend. <P>That Friend has +1 Power, is also [white], and loses and can’t gain  abilities. '
'Fake Crystal Heart'	'Crystal Games'	132	'U'	'Resource'	'Asset'		2	0	4								'Play to your home. <p> Main Phase: Pay [1 action] to gain control of an opponent''s non- attachment Resource. That opponent gains control of this card. '
'Feedbag'	'Crystal Games'	133	'U'	'Resource'	'Accessory'	'Orange'	0	4	5								'Play on an [orange] Friend. <P> Main Phase: Discard a card to give that Friend +1 power  until the end of the turn. '
'Jester Suit'	'Crystal Games'	134	'R'	'Resource'	'Accessory'		2	0	3								'Play on a Friend.<P>That Friend has [pink] and +1 power for each of your other [pink]  Friends here. '
'Jousting Armor'	'Crystal Games'	135	'U'	'Resource'	'Accessory, Armor'	'Blue'	2	3	5								'Play on a Friend.<P>While involved in a faceoff, that Friend has +1 power.<P>Faceoff:  Exhaust this card to move that Friend to a Problem. At the end of the faceoff, retire this  card. '
'Magical Mailbox'	'Crystal Games'	136	'R'	'Resource'	'Mailbox'	'Yellow'	1	3	5								'Play to your home.<P>Main Phase: Remove a counter from one of your ready characters  to draw a card. If you remove the counter from a Dragon or Pegasus, draw 2 cards  instead. '
'Out of Action'	'Crystal Games'	137	'R'	'Resource'	'Condition'	'Orange'	1	2	3								'Play on a Friend. <P> Exhaust that Friend. That Friend does not ready during the Ready  Phase. '
'Party Bomb'	'Crystal Games'	138	'R'	'Resource'	'Asset'	'Pink'	0	1	3								'At the start of your turn, you may put a Party counter on this card. <p> Main Phase: Pay a  number of action tokens equal to the number of Party counters on this card and retire it to  dismiss all Friends with printed power equal to the number of Party counters on this card. '
'Pile of Presents'	'Crystal Games'	139	'U'	'Resource'	'Resource, Asset, Unique'		0	0	3								'Play to your home. <P> When your opponent draws a card during their Main Phase, if  that opponent has drawn at least 4 cards this turn, score a point. <P> When an opponent  draws a card during their Main Phase, you may exhaust this card and one of your Friends  to draw a card. '
'Pony Charm'	'Crystal Games'	140	'R'	'Resource'	'Condition'	'White'	3	5	4								'Play on a Friend.<P>You control that Friend. '
'Ponyville Banner'	'Crystal Games'	141	'R'	'Resource'	'Asset'		1	0	4								'Play to your home. <p> Score Phase: Retire this card to choose a Problem. This turn, you  meet the confront requirements of that Problem if you have at least one ready [unicorn],  [earth pony], and [pegasus] character there. '
'Ponyville Mailbox'	'Crystal Games'	142	'C'	'Resource'	'Mailbox'	'Yellow'	2	2	5								'Play to your home.<P>Main Phase: Remove a counter from one of your ready characters  to give a Friend +1 Power until the end of the turn. If the counter is a Postage counter,  give that Friend +2 Power instead. '
'Rainbowfied'	'Crystal Games'	143	'U'	'Resource'	'Condition'		3	0	2								'Play on one of your Friends.<P>Main Phase: Exhaust that Friend to choose a color. That  Friend has that color until the end of the phase. '
'Royal Spyglass'	'Crystal Games'	144	'U'	'Resource'	'Asset'	'Purple'	0	1	4								'Play to your home. <p> Main Phase: Exhaust this card to have an opponent reveal a  random card from their hand. '
'Scootaloo''s Scooter'	'Crystal Games'	145	'R'	'Resource'	'Accessory'	'Blue'	1	4	4								'Play on a Foal Friend.<P>Any Phase: Exhaust this card to move that Friend to a Problem. '
'Scorpan''s Necklace'	'Crystal Games'	146	'C'	'Resource'	'Asset'		1	0	3								'Play to your home.<P>Main Phase: Retire this card and pay [1 action] to put a card from  your hand on the top of your deck. <p> Main Phase: Retire this card to give one of your  characters [purple] until the end of the phase. '
'Seabreeze''s Flower'	'Crystal Games'	147	'C'	'Resource'	'Asset'		1	0	3								'Play to your home.<P>Main Phase: Retire this card and pay [1 action] to dismiss an  opponent''s Resource. <p> Main Phase: Retire this card to give one of your characters  [yellow] until the end of the phase. '
'Silver Shill''s Coin'	'Crystal Games'	148	'C'	'Resource'	'Asset'		1	0	3								'Play to your home.<P>Main Phase: Retire this card and pay [1 action] to exhaust a  character. <p> Main Phase: Retire this card to give one of your characters [orange] until  the end of the phase. '
'Slick Shades'	'Crystal Games'	149	'C'	'Resource'	'Accessory'	'Blue'	1	3	4								'Play on a Friend. <P> That Friend has +1 power for each Slick Shades in play. '
'Smile and Wave'	'Crystal Games'	150	'R'	'Resource'	'Condition'	'Yellow'	1	2	4								'Play on a Friend. <P> When you play a Friend, the attached Friend gets +2 power until  the end of the turn. '
'Spitfire''s Badge'	'Crystal Games'	151	'C'	'Resource'	'Asset'		1	0	3								'Play to your home.<P>Main Phase: Retire this card and pay [2 actions] to frighten an  opponent''s Friend. <p> Main Phase: Retire this card to give one of your characters [blue]  until the end of the phase. '
'Stone Cold'	'Crystal Games'	152	'U'	'Resource'	'Condition'	'Orange'	2	3	5								'Play on a Friend.<P>That Friend can''t be frightened. '
'Study Session'	'Crystal Games'	153	'R'	'Resource'	'Asset'	'Purple'	2	2	4								'Play to your home.<P>Opposing Friends enter play exhausted. '
'The Crystal Heart, Heart of an Empire'	'Crystal Games'	154	'R'	'Resource'	'Artifact, Unique'		2	0	6								'Play to your home. <p> When you play your first Crystal Friend each turn, put a Crystal  counter on this card.<P>Reaction: After the start of any phase, remove 2 Crystal counters  from this card to choose a color and a Friend. That Friend has that color until the end of  the phase. '
'Wonderbolt Academy Invitations'	'Crystal Games'	155	'R'	'Resource'	'Asset'	'Blue'	2	3	5								'Play to your home. <p> Reaction: After the start of any phase, you may exhaust this card  to ready one of your Friends. At the end of the phase, retire that Friend. '
'Biff'	'Crystal Games'	156	'R'	'Troublemaker'					4		2						'Mane Characters can''t be involved in Troublemaker faceoffs involving this card. <P>  Main Phase: Retire this card and pay [2 actions] to turn an opponent''s Mane Character to  its Start side. '
'Cerberus'	'Crystal Games'	157	'R'	'Troublemaker'					5		2						'When this card is uncovered, pay [2 action] or dismiss it.<P>At the start of each player''s  Main Phase, that player frightens one of their Friends. '
'Chimera'	'Crystal Games'	158	'U'	'Troublemaker'					3		2						'At the start of a faceoff involving this card, you may pay [1 action] to choose a color,  then exhaust all characters involved in that faceoff that have only that color. '
'Cockatrice'	'Crystal Games'	159	'U'	'Troublemaker'					2		2						'When an opponent challenges this card, they retire one of their Friends here. '
'Diamond Tiara'	'Crystal Games'	160	'C'	'Troublemaker'					4		1						'This card has +1 power for each Foal character at its Problem. '
'Enchanted Parasprites'	'Crystal Games'	161	'R'	'Troublemaker'	','				5		1						'Your opponent''s home limit is decreased by 1. '
'Gilda'	'Crystal Games'	162	'U'	'Troublemaker'					5		2						'If a player loses a faceoff involving this card and would send a Friend home, they retire  that Friend instead. '
'Green Dragon'	'Crystal Games'	163	'C'	'Troublemaker'					4		2						'Faceoff: Pay [1 action] to give this card +2 power until the end of the faceoff. '
'Hydra'	'Crystal Games'	164	'U'	'Troublemaker'					5		2						'Pumped <P> This card has +2 power for each card beneath it. '
'Tatzlwurm'	'Crystal Games'	165	'C'	'Troublemaker'					5		1						'If a Friend would be dismissed, it is banished instead. '
'Windigo,'	'Crystal Games'	166	'R'	'Troublemaker'					3		1						'At the end of your Troublemaker Phase, put a Unity counter on this card. <p> This card  can only be challenged by a number of characters up to the number of Unity counters on  this card. '
'Accessorize the Crystal Ponies'	'Crystal Games'	167	'C'	'Problem'							1	2	'White'	2	'NonWhite'	5	'When a player confronts this Problem with characters that have at least 3 different colors  among them, that player may exhaust their Mane Character here to score an additional  point. '
'Cart Crafting'	'Crystal Games'	168	'R'	'Problem'							1	3	'White'	2	'Purple'	7	'When this Problem is solved, each player with at least 1 Friend here may put a Resource  from their discard pile into their hand. '
'Charge!'	'Crystal Games'	169	'R'	'Problem'							2	4	'Blue'	3	'NonBlue'	9	'Main Phase: Pay [1 action] to move one of your Friends to this Problem, then retire that  Friend at the end of the turn. Any player may activate this ability. '
'Cheer Up the Crystal Ponies'	'Crystal Games'	170	'C'	'Problem'							1	2	'Pink'	2	'NonPink'	5	'When a player confronts this Problem with characters that have at least 3 different colors  among them, that player may draw a card. '
'Dark Magic Surge'	'Crystal Games'	171	'U'	'Problem'							1	2	'Purple'	1	'NonPurple'	4	'Starting Problem <P> During faceoffs here, the player with the most [unicorn] characters  here pays -[1 actions] to play Events. '
'Deep Dark Forest'	'Crystal Games'	172	'U'	'Problem'							1	2	'Pink'	1	'NonPink'	4	'Starting Problem <P> Troublemakers can''t be played here. '
'Distract the Crystal Ponies'	'Crystal Games'	173	'C'	'Problem'							1	2	'Yellow'	2	'NonYellow'	5	'When a player confronts this Problem with characters that have at least 3 different colors  among them, that player may reveal the top 2 cards of their deck, put a revealed Friend  into their hand, and put the rest of the cards on the bottom of their deck. '
'Encourage the Crystal Ponies'	'Crystal Games'	174	'C'	'Problem'							1	2	'Orange'	2	'NonOrange'	5	'When a player confronts this Problem with characters that have at least 3 different colors  among them, that player may unfrighten a Friend. '
'Entertain the Crystal Ponies'	'Crystal Games'	175	'C'	'Problem'							1	2	'Blue'	2	'NonBlue'	5	'When a player confronts this Problem with characters that have at least 3 different colors  among them, that player may ready a card. '
'Fending Off Fiends'	'Crystal Games'	176	'U'	'Problem'							2	3	'Pink'	2	'Orange'	7	'Players may look at face-down Troublemakers here. '
'Forced Gem Hunt'	'Crystal Games'	177	'U'	'Problem'							2	4	'White'	3	'NonWhite'	8	'If the player with the most [unicorn] characters here would draw a card during their  Ready Phase, they may put a Resource into their hand from their discard pile instead. '
'Ice Cloud Calamity'	'Crystal Games'	178	'U'	'Problem'							1	2	'Blue'	1	'NonBlue'	4	'Starting Problem <P> During faceoffs here, the player with the most [pegasus] characters  here gets +2 power. '
'Inspiring Magic'	'Crystal Games'	179	'U'	'Problem'							1	2	'White'	1	'NonWhite'	4	'Starting Problem <P> The player with the most [unicorn] characters here can draw from  the bottom of their deck. '
'Lost and Not Found'	'Crystal Games'	180	'U'	'Problem'							2	4	'Yellow'	3	'NonYellow'	8	'When this card enters play, each player retires a Resource. '
'Magical Tantrum'	'Crystal Games'	181	'U'	'Problem'							2	3	'Yellow'	2	'Pink'	7	'Resources can''t be played on this Problem or on Friends here. '
'Overgrown Everfree'	'Crystal Games'	182	'U'	'Problem'							2	3	'Purple'	2	'White'	7	'While a Troublemaker is at this Problem, Friends can''t be played here. '
'Ponies Without Parachutes'	'Crystal Games'	183	'U'	'Problem'							1	2	'Yellow'	1	'NonYellow'	4	'starting Problem <P> Main Phase: Exhaust two of your [pegasus] characters here to  move another one of your characters. Only the player with the most [pegasus] characters  here may activate this ability. '
'Rockslide'	'Crystal Games'	184	'U'	'Problem'							1	2	'Orange'	1	'NonOrange'	4	'Starting Problem <P> During faceoffs here, the player with the most [earth] characters  here flips an additional card. '
'Runaway Pony!'	'Crystal Games'	185	'C'	'Problem'							2	4	'Pink'	3	'NonPink'	8	'When this card enters play, each player retires a Friend with 2 or less power. '
'Save the Crystal Ponies'	'Crystal Games'	186	'C'	'Problem'							1	2	'Purple'	2	'NonPurple'	5	'When a player confronts this Problem with characters that have at least 3 different colors  among them, that player may exhaust one of their characters here to gain [1 action]. '
'Swindlers in Town'	'Crystal Games'	187	'C'	'Problem'							2	4	'Orange'	3	'NonOrange'	8	'Friends here can''t be frightened. '
'The Show Must Go On'	'Crystal Games'	188	'R'	'Problem'							1	5	'Wild'			5	'Starting Problem <P> When a player confronts this Problem, that player may banish a  card from their hand to beneath one of their Friends with Pumped. '
'Through the Cave'	'Crystal Games'	189	'U'	'Problem'							2	4	'Blue'	3	'NonBlue'	8	'When this card enters play, each player frightens one of their Friends. '
'Wonderbolts Reserve Exam'	'Crystal Games'	190	'R'	'Problem'							0	4	'Purple'	3	'NonPurple'	8	'The first player to confront this Problem may pay [3 actions] to score 2 points. '
'Shining Armor/Princess Cadance, Fastball Special'	'Crystal Games'	191	'UR'	'Mane'	'[Unicorn]/[Alicorn] Unicorn, Royalty/Alicorn, Royalty'	'Blue'			1	3							'FRONT: Home Limit 3 <P> At the start of a Problem faceoff, you may pay [1 action] to  put a Windup counter on this card. If you do, you may turn this card over. BACK: Home  Limit 4, Swift <P> When this side of the card turns face-up, you may move it to a  Problem. Then, remove each Windup counter from this card and you may move a number  of your Friends to this card''s Problem up to the number of counters removed this way. '
'Spike - Start, The Brave and Glorious'	'Crystal Games'	192	'UR'	'Mane'	'[Dragon] Dragon'	'Orange'			1	3							'FRONT: Home Limit 3 <P> When you play a card, put a Dragon counter on this card.  Then, if there are at least 4 Dragon counters on this card, remove them and turn it over.  BACK: Home Limit 4 <P> If one of your Friends or Resources would be dismissed, you  may turn this card over instead. If you do, that card is not dismissed. '
'Spitfire, Cloudsdale Captain'	'Crystal Games'	193	'UR'	'Friend'	'[Pegasus] Pegasus'	'Blue'	2	2	1								'Teamwork <P> During faceoffs involving this card, this card has +1 power. '
'Applejack, Carbo-Loader'	'Crystal Games'	194	'UR'	'Friend'	'[Earth Pony] Earth Pony'	'Orange'	3	4	4								'Teamwork <P> Faceoff: Exhaust this card to flip an additional card. '
'Claude, Pulling the Strings'	'Crystal Games'	195	'UR'	'Friend'	'[Unicorn] Unicorn'	'Pink'	4	3	3								'Teamwork <P> Main Phase: Retire this card to gain control of an opponent''s Friend with  power less than or equal to this card''s power until the end of the Score Phase. '
'Pinkie Pie, Distracting Cheerer'	'Crystal Games'	196	'UR'	'Friend'	'[Earth Pony] Earth Pony'	'Pink'	3	3	3								'During the Score Phase, if this card is exhausted, opposing Friends here have -2 power. '
'Trixie, The Great and Powerful Showoff'	'Crystal Games'	197	'UR'	'Friend'	'[Unicorn] Unicorn'	'Purple'	2	3	2								'When this card enters play, you may reveal any number of Events from your hand. Until  the end of the turn, this card has +2 power for each Event revealed this way. '
'Princess Cadance, Crystal Princess'	'Crystal Games'	198	'UR'	'Friend'	'[Alicorn] Alicorn, Royalty, Crystal'	'White'	4	4	4								'Troublemakers can''t be uncovered here. '
'Backup Racer, Substitute Flier'	'Crystal Games'	199	'UR'	'Friend'	'[Pegasus] Pegasus'	'Yellow'	4	3	2								'Teamwork <P> When this card enters play at a Problem, you may send it home to put an  opponent''s Friend there with cost less than or equal to this card''s cost into its owner''s  hand. '
'Fluttershy, Reliable Racer'	'Crystal Games'	200	'UR'	'Friend'	'[Pegasus] Pegasus'	'Yellow'	3	3	3								'During faceoffs involving this card, players flip 1 fewer cards. '
'Destiny Drain'	'Crystal Games'	201	'UR'	'Event'		'Purple'	3	3	6								'Main Phase: Choose a card in an opponent''s discard pile. Search that player''s hand, deck,  and discard pile for each card with the same name, then banish those cards. Banish this  card. '
'The Equestria Games'	'Crystal Games'	202	'UR'	'Resource'	'Location, Unique'	'White'	2	5	6								'Play to your home.<P>At the end of your turn, put a Victory counter on this card.<P>At  the start of your turn, you may retire this card. If you do, each player puts a number of  Friends from their discard pile into play up to the number of Victory counters on this  card. '
'The Element of Honesty, Faithful and Strong'	'Crystal Games'	203	'UR'	'Resource'	'Artifact, Unique'	'Orange'	2	3	7								'Play to your home.<P>You must control Applejack to play this card. <p> At the start of  your turn, put a Harmony counter on this card. <p> Reaction: After one of your [orange]  Friends enters play, put a number of +1 power counters on it equal to the number of  Harmony counters on this card, then remove all Harmony counters from this card. '
'The Element of Generosity, A Beautiful Heart'	'Crystal Games'	204	'UR'	'Resource'	'Unique, Artifact'	'White'	2	3	7								'Play to your home.<P>You must control Rarity to play this card. <p> At the start of your  turn, put a Harmony counter on this card. <p> Score Phase: Remove 2 Harmony counters  from this card to reduce the confront requirements of a problem by [3 wild]. '
'King Sombra'	'Crystal Games'	205	'UR'	'Troublemaker'	'Epic'				5		2						'Villain <P> When this card is uncovered, you may pay [2 actions]. If you do, dismiss  each Friend here with cost 2 or less. '
